Abstract #,Poster #,Title,Authors,Institutions
9,D8,EPIC-B: Phase II trial of cemiplimab as first-line treatment in advanced penile carcinoma.,"Amarnath Challapalli , Amit Bahl , Balaji Venugopal , Mehran Afshar , Constantine Alifrangis , Alastair Thomson , Anna Tran , Andrew Hudson , Christopher Kent , Jim Barber , Helen Dearden , Rachel Pearson , Vivekanandan Kumar , Robert Wade , Alicia Bravo , Paul White , Emily Foulstone","Bristol Haematology and Oncology Centre, University Hospitals Bristol and Weston NHS Foundation Trust, Beatson West of Scotland Cancer Centre, St. George's University Hospitals NHS FT, University College London Hospitals NHS Foundation Trust, Royal Cornwall Hospitals NHS Trust, The Christie NHS Foundation Trust, Leicester Royal Infirmary, University Hospitals of Leicester NHS Trust, Velindre Cancer Centre, Leeds Teaching Hospitals NHS trust, Northern Centre for Cancer Care (NCCC), Norfolk and Norwich University Hospital, University of the West of England"
89,B35,Prospective real world data evaluation of clinical outcomes in metastatic hormone sensitive prostate cancer (MHSPC) patients treated as part of triplet therapy with darolutamide: UK multicenter RECOMMEND study.,"Amit Bahl , Amarnath Challapalli , Prantik Das , Anand Sharma , Rajanee Bhana , Alison Birtle , Dakshinmoorthy Muthukumar , Manreet Randhawa , Santhanam Sundar , Mark Prentice , Diletta Bianchini , Emily Renninson , Miguel CapoMir , Isabel Syndikus , Kamalram Jayaprakash , Thiraviyam Elumalai , Sarah Goodwin , Omi Parikh , Paul White , Emily Foulstone","Bristol Haematology and Oncology Centre, University Hospitals Bristol and Weston NHS Foundation Trust, Royal Derby Hospital, University Hospitals of Derby and Burton NHS Foundation Trust, Mount Vernon Hospital, Royal Stoke University Hospital, University Hospitals of North Midlands NHS Trust, Royal Preston Hospital, Lancashire Teaching Hospitals NHS Foundation Trust, Colchester General Hospital, East Suffolk and North Essex NHS Foundation Trust, Beatson West of Scotland Cancer Centre, NHS Greater Glasgow and Clyde, Nottingham City Hospital, Nottingham University Hospitals NHS Trust, Royal Free Hospital NHS Foundation Trust, Maidstone Hospital, Maidstone and Tunbridge Wells NHS Trust, Cheltenham General Hospital, East Kent Hospitals NHS Foundation Trust, Clatterbridge Cancer Centre NHS Foundation Trust, The Queen Elizabeth Hospital King's Lynn, Addenbrooke's Hospital, Cambridge University Hospitals NHS Foundation Trust, Conquest Hospital, East Sussex Healthcare NHS Trust, Royal Blackburn Teaching Hospital, East Lancashire Hospitals NHS Foundation Trust, University of the West of England"
647,J32,Machine learning model integrating CT radiomics and circulating microRNAs to predict residual disease histology in metastatic non-seminoma testicular cancer (mNSTC).,"Guliz Ozgun , Neda Abdalvand , Gizem Ozcan , Ka Mun Nip , Nastaran Khazamipour , Arman Rahmim , Robert Bell , Maryam Soleimani , Corinne Maurice-Dror , Kim Chi , Bernhard Eigl , Craig Nichols , Christian Kollmannsberger , Ren Yuan , Lucia Nappi","British Columbia Cancer Agency, BC Cancer Research Centre, Vancouver Prostate Center, BC Cancer, Vancouver, BC Cancer, Vancouver Cancer Centre, University of British Columbia, BC Cancer, Vancouver Cancer Centre, Testicular Cancer Commons"
478,E11,Site-specific disease progression in patients with metastatic renal cell carcinoma treated with first-line nivolumab plus ipilimumab or axitinib-based immunotargeted combinations.,"Ilya Tsimafeyeu , Fuad Guliyev , Gunel Musayeva , Ramil Abdrakhmanov , Viacheslav Chubenko , Olga Baklanova , Ruslan Zukov , Vladislav Petkau , Igor Myslevtsev , Alisher Kahharov , Bakytzhan Ongarbayev , Dilyara Kaidarova","Bureau for Cancer Research - BUCARE, National Center of Oncology, Kazakh Institute of Oncology and Radiology, St. Petersburg Clinical and Research Center of Specialized Types of Oncological Medical Care, Irkutsk Regional Cancer Center, V.F. Voino-Yasenetsky Krasnoyarsk State Medical University, Sverdlovskiy Regional Oncological Dispensary, St. Alexei Central Clinical Hospital, Tashkent State Dental Institute"
536,G3,Efficacy of nivolumab plus ipilimumab in T1aN0M0 renal cell carcinoma (RCC) patients: Results from 3-year follow-up of the phase 2 pilot study.,"Ilya Tsimafeyeu , Rustem Gafanov , Igor Myslevtsev , Andrey Andrianov , Axel Bex","Bureau for Cancer Research - BUCARE, Russian Scientific Center of Roentgenology and Radiology, St. Alexei Central Clinical Hospital, Royal Free London NHS Foundation Trust"
371,K1,AI-driven prediction of prostate cancer risk: A comparative analysis with C the Signs in the Mayo Clinic data platform.,"Bea Bakshi , Sana Raoof , Tufia Haddad , Tushar Patel , Charles Ryan , Irbaz Riaz , Seema Dadhania , Brian Herrick , Miles Payling","C the Signs, Memorial Sloan Kettering Cancer Center, Mayo Clinic, Mayo Clinic Comprehensive Care Center, University of Minnesota, Mayo Clinic in Arizona, Imperial College, London, Harvard Medical School"
721,D18,Modified transurethral resection of bladder tumors: A comparison study of chemotherapy-enhanced endoscopic submucosal en bloc dissection versus conventional resection.,"Xi Liu , Yiding Wang , Zhe Wang , Bo Shao , Qiang Liu , Changqi Li , Chengcheng Lv , Huan Bi , Guangyi Shan , Ang Chen , Yu Zeng",Cancer Hospital of China Medical University; Cancer Hospital of Dalian University of Technology; Liaoning Cancer Hospital & Institute
41,A19,The role of conventional imaging and piflufolastat F18 in newly diagnosed and recurrent prostate cancer patients: Preliminary observations from the PYLARIFY Registry.,"Neal Shore , Lorraine O'Donnell , Basil Wilson , Shashank Dave , Arpit Kashyap , Nicholas Lazarou","Carolina Urologic Research Center, Cardinal Health"
267,H8,Population-adjusted network meta-analyses (NMA) to evaluate the efficacy of treatment alternatives for metastatic hormone-sensitive prostate cancer (mHSPC).,"Neal Shore , Alicia Morgans , Noman Paracha , Howard Thom , Edna Keeney , Philip Orishaba , David Phillippo , David Aceituno , Christopher Wallis , Martin Boegemann","Carolina Urologic Research Center, Department of Medical Oncology, Dana-Farber Cancer Institute, Bayer Consumer Care AG, University of Bristol, Clifton Insight, Division of Urology and Surgical Oncology, Department of Surgery, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Department of Urology, Münster University Hospital"
85,B31,Real-world clinical practice gaps in timely homologous recombination repair gene mutation (HRRm) testing and poly (ADP-ribose) polymerase inhibitor (PARPi) treatment of patients with metastatic castration resistant prostate cancer (mCRPC).,"Neal Shore , Anupama Vasudevan , John Li , Husain Qureshi , Pratheesh Sathyan , Lindsay Aton , Simon Blanc , Prateesh Varughese , Marni Tierno","Carolina Urologic Research Center, LLC, Integra Connect PrecisionQ, Illumina Inc."
TPS888,J16,"ABLE-32: A randomized, controlled, phase 3b clinical trial of nadofaragene firadenovec-vncg versus observation in patients with intermediate-risk non–muscle-invasive bladder cancer.","Neal Shore , Rian Dickstein , Mark Tyson , Vikram Narayan , Gautum Agarwal , Evan Goldfischer , Michael Williams , Corine Baayen , Kristian Juul , Per Sandstrom , Trinity Bivalacqua","Carolina Urologic Research Center, University of Maryland, Mayo Clinic in Arizona, Department of Urology, Emory University School of Medicine, Urologic Oncology and Precision Medicine, Mercy Oncology and Hematology—David C. Pratt Cancer Center, Premier Medical Group of the Hudson Valley, Urology of Virginia, Eastern Virginia Medical School, Ferring Pharmaceuticals A/S, Department of Urology, Hospitals of the University of Pennsylvania"
448,D16,Access to immune checkpoint inhibitors (ICI) in patients randomized to the control arm of ICI phase 3 trials in urothelial and renal cell cancers.,"Abby Grier , Albert Jang , Jeffrey Zhong , Hamsa Kumar , Tanya Jindal , Adam Calaway , Angela Jia , Pingfu Fu , Laura Bukavina , Rashed Ghandour , Jonathan Shoag , Amanda Nizam , Christopher Wee , Moshe Ornstein , Jason Brown , Shilpa Gupta , Jorge Garcia , Pedro Barata","Case Western Reserve University School of Medicine, Division of Solid Tumor Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Case Western Reserve University, School of Medicine, Case Western Reserve University School of Medicine, Department of Urology, University Hospitals Cleveland Medical Center, Department of Population and Quantitative Health Sciences, Case Western Reserve University, Department of Urology, Cleveland Clinic, Cleveland Clinic Taussig Cancer Institute, Cleveland Clinic, Cleveland Clinic Taussig Cancer Institute, Cleveland Clinic, University Hospitals Seidman Cancer Center"
206,F10,Analysis of gene expression signatures in prostate cancer prior to liver metastases.,"Joshua Watson , Sungyong You , Neil Bhowmick , Edwin Posadas","Cedars-Sinai Medical Center, Department of Biomedical Sciences, Cedars-Sinai Medical Center, Cedars-Sinai Cancer, Cedars-Sinai Medical Center"
207,F11,Effects of emerin dysregulation on the very-small-nuclear phenotype and neuronal differentiation and its association with a clinically aggressive subtype of prostate cancer.,"Le Zhang , Pai-Chi Teng , Karen Cavassani , Catherine Grasso , Joshua Watson , Jasmine Wang , Zijing Chen , Kai Tu , Brenda Salumbides , Lilit Gevorkian , Minhyung Kim , Sungyong You , Dolores Di Vizio , Howard Sandler , Timothy Daskivich , Neil Bhowmick , Michael Freeman , Hsian-Rong Tseng , Jie-Fu Chen , Edwin Posadas","Cedars-Sinai Medical Center, Samuel Oschin Comprehensive Cancer Institute, Cedars-Sinai Cancer, Cedars-Sinai Medical Center, Cedars Sinai Medical Center, Division of Cancer Systems Biology, Department of Surgery, Cedars-Sinai Medical Center, Department of Biomedical Sciences, Cedars-Sinai Medical Center, California NanoSystems Institute, University of California, Memorial Sloan Kettering Cancer Center"
562,G29,Comprehensive proteomic profiling of plasma samples associated with response or resistance to immune checkpoint inhibitors (ICI) in patients with renal cell carcinoma (RCC).,"Soki Kashima , Wenxin Xu , John Canniff , Renee Maria Saliby , Maxine Sun , Gwo-Shu Lee , Marc Machaalani , Sabina Signoretti , Bradley McGregor , Rana McKay , Toni Choueiri , David Braun","Center of Molecular and Cellular Oncology, Yale Cancer Center, Yale School of Medicine, Dana-Farber Cancer Institute, Harvard Medical School, Dana-Farber Cancer Institute, Center of Molecular and Cellular Oncology, Yale University, Department of Medical Oncology, Dana-Farber Cancer Institute, University of California, San Diego"
583,H18,Investigation of ferroptosis and mTOR signaling in chromophobe renal cell carcinoma (ChRCC).,"Katrine Madsen , Chris Labaki , Eddy Saad , Michel Alchoueiry , Kevin Bi , Charbel Hobeika , Ziad Bakouny , Carmen Priolo , Damir Khabibullin , Nicholas Schindler , Sabrina Camp , Renee Maria Saliby , Daniel Heng , Eliezer Van Allen , Sachet Shukla , Elizabeth Henske , Toni Choueiri , David Braun","Center of Molecular and Cellular Oncology, Yale University, Dana-Farber Cancer Institute, Brigham and Women's Hospital, Memorial Sloan Kettering Cancer Center, Center of Molecular and Cellular Oncology, Yale Cancer Center, Yale School of Medicine, Tom Baker Cancer Centre, University of Calgary, Department of Hematopoietic Biology and Malignancy, The University of Texas MD Anderson Cancer Center, Dana-Farber Cancer Institute and Harvard Medical School"
219,F23,Efficacy of olaparib (ola) plus abiraterone (abi) versus placebo (pbo) plus abi in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) with a germline or somatic BRCA mutation in the PROpel trial.,"Fred Saad , Andrew Armstrong , Mototsugu Oya , Neal Shore , Cagatay Arslan , Karina Vianna , Gary Buchschacher Jr., Craig Gedye , Emma Brown , Urban Emmenegger , Friederike Schlürmann , Ji Youl Lee , Jae Young Joung , Mustafa Özgüroğlu , Elizabeth Harrington , Alan Barnicle , David McGuinness , Arnold Degboe , Christian Hosius , Noel Clarke","Centre Hospitalier de l’Université de Montréal/CRCHUM, Université de Montreal, Duke Cancer Institute Center for Prostate and Urologic Cancer, Duke University, Keio University School of Medicine, Carolina Urologic Research Center, LLC, Izmir Economy University Medical Park Hospital, Centro Integrado de Oncologia de Curitiba, Kaiser Permanente Southern California, Los Angeles Medical Center, Calvary Mater Newcastle, University Hospital Southampton, Sunnybrook Research Institute, Centre Hospitalier de Cornouaille, The Catholic University of Korea Seoul St Mary's Hospital, National Cancer Center, Istanbul University Cerrahpasa, Cerrahpasa Faculty of Medicine, Translational Medicine, Oncology R&D, AstraZeneca, Global Medicines Development, Oncology R&D, AstraZeneca, MSD Sharp & Dohme GmbH, The Christie and Salford Royal NHS Foundation Trusts"
151,D25,Darolutamide plus ADT in patients with metastatic hormone-sensitive prostate cancer (mHSPC) by disease volume: Subgroup analysis of the phase 3 ARANOTE trial.,"Fred Saad , Neal Shore , Egils Vjaters , David Olmos , Natasha Littleton , Anna Liu , Isabella Testa , Mindy Mo , Shankar Srinivasan , Kunhi Parambath Haresh","Centre Hospitalier de l'Université de Montréal, Université de Montréal, Carolina Urologic Research Center, P. Stradinš Clinical University Hospital, Department of Medical Oncology, Hospital Universitario 12 de Octubre, Instituto de Investigación Sanitaria Hospital 12 de Octubre (Imas12), Bayer Ltd, Bayer Inc., Bayer S.p.A, Bayer HealthCare Pharmaceuticals, Inc., All India Institute of Medical Sciences"
310,,Impact of testosterone recovery after androgen deprivation therapy on overall survival in patients with high-risk prostate cancer: Long-term data from a phase III trial.,"Abdenour Nabid , Nathalie Carrier , Andre-Guy Martin , Jean-Paul Bahary , Peter Vavassis , Sylvie Vass , Boris Bahoric , Robert Archambault , Francois Vincent , Redouane Bettahar , Marie Duclos , Luis Souhami","Centre Hospitalier Universitaire de Sherbrooke, CHU de Quebec, Université Laval, Centre hospitalier de l'Université de Montréal (CHUM), Hôpital Maisonneuve-Rosemont de Montréal, Centre Intégré Universitaire de Santé et de Services Sociaux du Saguenay-Lac-Saint-Jean, Hôpital Général Juif de Montréal, Centre Intégré de Santé et de Services Sociaux de l'Outaouais, Centre Intégré Universitaire de Sante et Services Sociaux, Mauricie-Centre-du Quebec, Centre de Santé et de Services Sociaux de Rimouski-Neigette, Cedars Cancer Centre, McGill University Health Centre, McGill University Health Centre"
